coefficient,value,alpha_selected,Q0_native,r2_in_sample,mae_in_sample
intercept,-0.8689457509632832,0.21544346900318823,0.55,0.6043270101430684,0.3769735580240866
N_term,2.522969435246008,0.21544346900318823,0.55,0.6043270101430684,0.3769735580240866
D_term,0.68084950083432,0.21544346900318823,0.55,0.6043270101430684,0.3769735580240866
Q_centered,2.1436420887266436,0.21544346900318823,0.55,0.6043270101430684,0.3769735580240866
QxN_term,-1.0491742821790957,0.21544346900318823,0.55,0.6043270101430684,0.3769735580240866
QxD_term,1.257692376951856,0.21544346900318823,0.55,0.6043270101430684,0.3769735580240866
