budget_1e21,N_params_B,D_tokens_B,Q_target,loss,train_cost_1e21,quality_cost_1e21,attention_cost_1e21,total_cost_1e21,train_cost_share,quality_cost_share,attention_cost_share,coefficient_source,bootstrap_draw,context_tokens_fixed
1000.0,873.9522028507362,149.71767240749082,0.99,0.29625128707355014,785.0765376372689,0.5452291518935293,214.3782332108169,999.9999999999793,0.7850765376372851,0.0005452291518935405,0.21437823321082133,b6_b8_lambda10,32,8192
0.01,2.347688177793638,0.5088781267168332,0.99,1.3410857394783775,0.007168122972185292,0.00185318930614837,0.0009786877231356987,0.010000000001469361,0.7168122971132036,0.18531893058760696,0.0978687722991894,b6_b8_lambda10,33,4096
10.0,67.37869536339846,19.293579402348925,0.99,0.5563489277080768,7.799857254122446,0.07026172505475614,2.129881020859036,10.000000000036238,0.7799857254094181,0.007026172505450153,0.21298810208513178,b6_b8_lambda10,33,8192
1000.0,793.36287372003,164.9167708179597,0.9899999999999999,0.3085295238170254,785.0330593245847,0.6005799425024781,214.36636073289992,999.999999999987,0.7850330593245949,0.000600579942502486,0.2143663607329027,b6_b8_lambda10,33,8192
0.01,2.243335533197752,0.5279979059356434,0.9899999999999999,1.3224499547980553,0.007106858783036599,0.001922818100399795,0.0009703231191772636,0.010000000002613658,0.710685878117911,0.1922818099897236,0.09703231189236543,b6_b8_lambda10,34,4096
10.0,62.13218605289082,20.910344155849746,0.9899999999999998,0.5521508035585517,7.795232361127408,0.07614952214101707,2.128618116745191,10.000000000013616,0.7795232361116795,0.007614952214091339,0.2128618116742293,b6_b8_lambda10,34,8192
1000.0,721.0258799868841,181.45112937348566,0.9899999999999999,0.30836251452620345,784.9857613867887,0.6607933705325141,214.35344524268578,1000.0000000000069,0.7849857613867832,0.0006607933705325095,0.2143534452426843,b6_b8_lambda10,34,8192
0.01,2.9184015704347632,0.42475688036171866,0.99,1.3396928617320085,0.007437666880203664,0.001546843668596694,0.0010154894513771404,0.010000000000177499,0.7437666880071646,0.15468436685692377,0.10154894513591156,b6_b8_lambda10,35,4096
10.0,80.95531363680222,16.076891706950146,0.99,0.5458064202487364,7.809058862646322,0.05854746396675863,2.1323936734266224,10.000000000039702,0.7809058862615319,0.005854746396652619,0.21323936734181564,b6_b8_lambda10,35,8192
1000.0,895.5654374856521,146.1063657337914,0.9899999999999994,0.29876169834354005,785.0868680869295,0.5320778007987182,214.3810541122709,999.9999999999991,0.7850868680869302,0.0005320778007987187,0.2143810541122711,b6_b8_lambda10,35,8192
