budget_1e21,budget_flops,coefficient_source,context_tokens,cost_function,frontier_method,loss,N_params_B,D_tokens_B,Q_target,train_cost_share,quality_cost_share,attention_cost_share
10.0,1e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.6189375481257064,37.03016031921146,5.900884883449074,0.881546112028132,0.13110642795571406,0.8330927767838456,0.035800795260440325
11.659144011798311,1.1659144011798312e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.597119145264653,40.909437583297255,14.069532072429197,0.8851512351839262,0.13443610125193656,0.8288538806995347,0.03671001804852882
13.593563908785255,1.3593563908785255e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.575300742403599,44.78871484738307,22.238179261409375,0.8887563583397206,0.13776577454815908,0.8246149846152236,0.037619240836617315
15.848931924611142,1.584893192461114e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.553482339542545,48.66799211146889,30.406826450389552,0.8923614814955149,0.1410954478443816,0.8203760885309126,0.03852846362470581
18.478497974222908,1.8478497974222907e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.5316639366814915,52.54726937555468,38.575473639369676,0.8959666046513091,0.1444251211406041,0.8161371924466017,0.0394376864127943
21.544346900318846,2.1544346900318848e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.509845533820438,56.42654663964049,46.74412082834985,0.8995717278071034,0.14775479443682663,0.8118982963622906,0.0403469092008828
25.118864315095795,2.5118864315095794e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.488027130959384,60.30582390372629,54.912768017329974,0.9031768509628977,0.15108446773304915,0.8076594002779796,0.04125613198897129
29.286445646252375,2.9286445646252377e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.4662087280983305,64.1851011678121,63.081415206310155,0.9067819741186919,0.15441414102927167,0.8034205041936686,0.04216535477705979
34.145488738336006,3.4145488738336008e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.4443903252372765,68.0643784318979,71.25006239529029,0.9103870972744862,0.15774381432549417,0.7991816081093576,0.04307457756514828
39.810717055349734,3.9810717055349735e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.422571922376223,71.94365569598372,79.41870958427046,0.9139922204302804,0.1610734876217167,0.7949427120250465,0.04398380035323678
46.41588833612777,4.6415888336127774e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.400753519515169,75.8229329600695,87.58735677325058,0.9175973435860747,0.1644031609179392,0.7907038159407356,0.04489302314132526
54.116952654646376,5.411695265464638e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.3789351166541155,79.70221022415532,95.75600396223076,0.921202466741869,0.1677328342141617,0.7864649198564245,0.04580224592941376
63.0957344480193,6.30957344480193e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.3571167137930615,83.58148748824112,103.92465115121088,0.9248075898976632,0.1710625075103842,0.7822260237721135,0.04671146871750225
73.56422544596414,7.356422544596414e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.335298310932008,87.46076475232692,112.09329834019105,0.9284127130534575,0.17439218080660673,0.7779871276878025,0.04762069150559075
85.76958985908936,8.576958985908937e+22,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.3134799080709545,91.34004201641272,120.26194552917119,0.9320178362092517,0.17772185410282926,0.7737482316034915,0.04852991429367924
100.0,1e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.2916615052099005,95.21931928049854,128.43059271815136,0.935622959365046,0.18105152739905178,0.7695093355191804,0.04943913708176774
116.59144011798311,1.1659144011798311e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.269843102348847,99.09859654458432,136.59923990713148,0.9392280825208403,0.18438120069527428,0.7652704394348695,0.050348359869856224
135.93563908785242,1.3593563908785243e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.248024699487793,102.97787380867013,144.7678870961116,0.9428332056766345,0.18771087399149677,0.7610315433505586,0.051257582657944716
158.48931924611142,1.5848931924611142e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.2262062966267395,106.85715107275597,152.93653428509182,0.9464383288324288,0.19104054728771933,0.7567926472662474,0.05216680544603322
184.78497974222907,1.8478497974222906e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.2043878937656856,110.73642833684175,161.10518147407194,0.950043451988223,0.19437022058394182,0.7525537511819365,0.05307602823412171
215.44346900318823,2.1544346900318824e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.182569490904632,114.61570560092754,169.27382866305206,0.9536485751440174,0.19769989388016432,0.7483148550976255,0.053985251022210204
251.18864315095823,2.5118864315095822e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.160751088043578,118.49498286501338,177.4424758520323,0.9572536982998117,0.20102956717638687,0.7440759590133144,0.0548944738102987
292.8644564625237,2.9286445646252373e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.1389326851825246,122.37426012909918,185.61112304101243,0.9608588214556059,0.20435924047260937,0.7398370629290034,0.0558036965983872
341.4548873833601,3.414548873833601e+23,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,2.1171142823214706,126.25353739318497,193.77977022999255,0.9644639446114002,0.20768891376883186,0.7355981668446925,0.056712919386475685
