budget_1e21,budget_flops,context_tokens,cost_function,quality_cost_scale,optimizer_success,constraint_violation_1e21,N_params_B,D_tokens_B,Q_target,loss,classic_loss,quality_loss,long_context_gain,mix_linear_loss,mix_kl_penalty,Q_bar,Q_effective,composition_KL,train_cost_1e21,quality_cost_1e21,attention_cost_1e21,total_cost_1e21,train_cost_share,quality_cost_share,attention_cost_share,N_to_D_ratio,p_top_domain,p_top_share,p_min,mix_effect_scale,mix_kl_weight,message,coefficient_source,boundary_scheme,context_selection_note
10000.0,1e+25,8192,logarithmic,3.0,True,0.0,284.1053600719943,1949.88922771488,0.9897362812561895,1.836926321022901,1.8904833565477743,0.010174609141051068,0.051879883005803235,-0.020856788102866248,0.00900502644274492,0.4717359257528165,0.9899999996602953,0.3001675480914973,3323.8438868426333,5768.525142456861,907.6309707004951,9999.999999999989,0.3323843886842637,0.5768525142456867,0.09076309707004962,0.1457033333144488,stackexchange,0.17859390157076865,0.0010125202267099163,0.08,0.03,Optimization terminated successfully,b1,expanded,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
10000.0,1e+25,8192,logarithmic,3.0,True,0.0,284.2153442647801,1949.5907332805007,0.9897228042941019,1.8369278997578424,1.8904829091832474,0.010174608787529602,0.051879883005803235,-0.020974341731656892,0.009124606524525403,0.47235536227092045,0.9899999999800371,0.30415355081751344,3324.6216086084555,5767.535049750176,907.8433405906823,9999.999998949314,0.3324621608957769,0.5767535050356163,0.09078433406860681,0.14578205538889794,stackexchange,0.17831795901270656,0.001092447814529778,0.08,0.03,Optimization terminated successfully,b1,legacy,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
10000.0,1e+25,8192,power,3.0,True,0.0,280.85782096321657,1992.6877292973807,0.9897354368944169,1.8362291197455396,1.8897847761723443,0.01017460887168112,0.051879883005803235,-0.020946192785082588,0.009095810492399794,0.47177474538170283,0.9899999999039264,0.3031936830799931,3357.971601063614,5725.078287009323,916.9501118637709,9999.999999936706,0.33579716010848676,0.5725078287045559,0.09169501118695746,0.1409442216328831,stackexchange,0.17883555426815226,0.001129724596464778,0.08,0.03,Optimization terminated successfully,b1,expanded,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
10000.0,1e+25,8192,power,3.0,True,0.0,280.9036575198309,1992.5436152842267,0.9897364914641679,1.8362300711129733,1.889784881825615,0.010174608765457664,0.051879883005803235,-0.02094731093182023,0.009097774459523963,0.4717262895738853,0.99,0.3032591486507988,3358.276735806757,5724.689829915085,917.0334339909651,9999.999999712809,0.3358276735903204,0.5724689830079494,0.09170334340173016,0.14097741969867061,stackexchange,0.1787971716769267,0.0011530037150402498,0.08,0.03,Optimization terminated successfully,b1,legacy,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
100000.0,1e+26,32768,exponential,3.0,True,0.0,1767.1354419768077,3999.9999999999995,0.989880854007268,1.7777069612265968,1.8393629032725618,0.010174608765457664,0.05997987224232584,-0.02094290388684148,0.00909222531774462,0.47151528496151357,0.99,0.303074177258154,42411.250607443384,11264.354062398776,46324.39533015683,99999.99999999898,0.4241125060744382,0.1126435406239889,0.46324395330157303,0.441783860494202,stackexchange,0.17887070340064845,0.0011299110096131908,0.08,0.03,Optimization terminated successfully,b1,expanded,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
100000.0,1e+26,32768,exponential,3.0,True,0.0,999.9999999999998,5000.000000000004,0.9898214560096074,1.7762849148065711,1.8379444132949738,0.010174608765457664,0.05997987224232584,-0.020936459228704293,0.009082224217169891,0.47145074069819576,0.99,0.3027408072389964,30000.00000000002,14075.208036593342,32768.00000000002,76843.20803659338,0.3904053561339314,0.18316788687284646,0.4264267569932222,0.19999999999999982,stackexchange,0.17890103702734392,0.0010077372955665709,0.08,0.03,Optimization terminated successfully,b1,legacy,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
100000.0,1e+26,32768,logarithmic,3.0,True,0.0,1755.7885646163018,3999.9999999999995,0.989772269904008,1.777768153010312,1.839423996310264,0.010174608765457664,0.05997987224232584,-0.02094235007843866,0.0090917702553547,0.47145923062834,0.99,0.3030590085118233,42138.92555079124,11834.130700930864,46026.94374827758,99999.99999999968,0.42138925550791373,0.11834130700930902,0.4602694374827773,0.4389471411540755,stackexchange,0.17889927062493913,0.001132948123911558,0.08,0.03,Optimization terminated successfully,b1,expanded,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
100000.0,1e+26,32768,logarithmic,3.0,True,0.0,999.9999999999989,5000.000000000004,0.9898027509590651,1.7762849148054736,1.8379444132949738,0.010174608765457664,0.05997987224232584,-0.0209363528251259,0.009082117812493917,0.47145018864284755,0.99,0.30273726041646387,29999.999999999985,14793.284174766397,32767.999999999985,77561.28417476636,0.38679091403904486,0.1907302635865745,0.4224788223743807,0.19999999999999962,stackexchange,0.17890089590917843,0.0010077386535268578,0.08,0.03,Optimization terminated successfully,b1,legacy,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
100000.0,1e+26,32768,power,3.0,True,0.0,1762.5922142351562,3999.9999999999995,0.9897419241408967,1.7777314982256307,1.8393873013220363,0.010174608765457664,0.05997987224232584,-0.02094452969637047,0.009093990076833012,0.47151542256673895,0.99,0.30313300256110043,42302.21314164374,11492.489517510152,46205.29734084607,99999.99999999996,0.4230221314164376,0.11492489517510157,0.46205297340846085,0.4406480535587891,stackexchange,0.1788782679112113,0.0011338967949524371,0.08,0.03,Optimization terminated successfully,b1,expanded,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
100000.0,1e+26,32768,power,3.0,True,0.0,999.9999999999998,5000.000000000004,0.9899611809940821,1.7762849148125062,1.8379444132949738,0.010174608765457664,0.05997987224232584,-0.020936191628757067,0.009081956623157634,0.47145029625836743,0.99,0.3027318874385878,30000.00000000002,14378.966798824496,32768.00000000002,77146.96679882453,0.38886817259103335,0.18638408476020063,0.424747742648766,0.19999999999999982,stackexchange,0.1789023865870136,0.0010077378778639329,0.08,0.03,Optimization terminated successfully,b1,legacy,代理 Loss 条件最小；Lctx 是外生情景，不代表真实长文架构最优
