domain,n,G_model_mean,G_struct_mean,G_noise_mean,G_model_minus_global,G_noise_minus_global,model_high_ad_high_n,model_high_ad_high_rate,global_G_model_p75,global_ad_en_p75,n_model_signals,n_struct_signals,target_domain,interpretation
arxiv,1419,0.8816474062034321,0.5351013569532744,0.010457533915332813,0.38163507236725447,-0.07055815403560337,731,0.5151515151515151,0.6401050733621669,0.9987405013606405,7,10,True,"global A1 P75 semantic/ad co-occurrence; domain-shift risk indicator, not verified false-positive labels"
book,171,0.5878659157210008,0.5493499382620951,0.07075972207680116,0.08785358188482317,-0.01025596587413502,8,0.04678362573099415,0.6401050733621669,0.9987405013606405,7,10,False,"global A1 P75 semantic/ad co-occurrence; domain-shift risk indicator, not verified false-positive labels"
stackexchange,10000,0.5836730736763448,0.4359771166991507,0.010419630173142068,0.0836607398401672,-0.07059605777779411,1658,0.1658,0.6401050733621669,0.9987405013606405,7,10,True,"global A1 P75 semantic/ad co-occurrence; domain-shift risk indicator, not verified false-positive labels"
commoncrawl,9640,0.5689361825419708,0.547326635231994,0.11027000226251338,0.06892384870579316,0.029254314311577198,487,0.050518672199170125,0.6401050733621669,0.9987405013606405,7,10,False,"global A1 P75 semantic/ad co-occurrence; domain-shift risk indicator, not verified false-positive labels"
c4,10000,0.4822523036467939,0.6031154267715035,0.24792540844114583,-0.017760030189383713,0.16690972049020963,542,0.0542,0.6401050733621669,0.9987405013606405,7,10,False,"global A1 P75 semantic/ad co-occurrence; domain-shift risk indicator, not verified false-positive labels"
wikipedia,10000,0.43489249811908487,0.459122199831907,0.02316649762888547,-0.06511983571709273,-0.057849190322050714,709,0.0709,0.6401050733621669,0.9987405013606405,7,10,False,"global A1 P75 semantic/ad co-occurrence; domain-shift risk indicator, not verified false-positive labels"
github,10000,0.3771325567309585,0.4854500141423483,0.024537635638310778,-0.12287977710521908,-0.0564780523126254,42,0.0042,0.6401050733621669,0.9987405013606405,7,10,False,"global A1 P75 semantic/ad co-occurrence; domain-shift risk indicator, not verified false-positive labels"
