loss_domain,donor_domain,recipient_1,recipient_2,transfer_each,n_test_recipes,mean_nonadditive_delta_loss,median_nonadditive_delta_loss,mean_absolute_nonadditive_delta_loss,sign_consistency,interpretation
metric/the_pile_arxiv_val_loss,stackexchange,arxiv,pile_cc,0.05,72,-0.03237974250560581,-0.010352813888903523,0.03560175217166057,0.875,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,stackexchange,pubmed_central,pile_cc,0.05,72,-0.009432386071590514,-0.004449251344988081,0.028575305254340138,0.6944444444444444,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,wikipedia_en,uspto_backgrounds,0.05,77,0.06631019363120189,0.026629510247601296,0.06688650287583366,0.935064935064935,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,wikipedia_en,freelaw,0.05,77,-0.018906019159618245,-0.008594026306767866,0.02100923395883496,0.8311688311688312,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,wikipedia_en,stackexchange,0.05,77,-0.02762954059971496,-0.014536144147327512,0.02762954059971496,1.0,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,wikipedia_en,arxiv,0.05,77,-0.0333849354920683,-0.014449179524899769,0.03471417111778371,0.8961038961038961,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,wikipedia_en,pubmed_central,0.05,77,-0.010075146677161221,-0.003840433938957055,0.01236657265174498,0.8571428571428571,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,wikipedia_en,pile_cc,0.05,77,-0.03824441185480298,-0.02095155512958069,0.04041689695475414,0.922077922077922,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,freelaw,0.05,77,-0.01247728702196235,-0.005081753117097243,0.014517509120471799,0.8441558441558441,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,stackexchange,0.05,77,-0.06632174570212365,-0.02623476068255881,0.06632174570212365,1.0,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,arxiv,0.05,77,-0.03584452397471757,-0.012305011799218946,0.03696066268576438,0.922077922077922,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,pubmed_central,0.05,77,-0.01790893487614005,-0.008729344876980072,0.01978823232856403,0.922077922077922,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,uspto_backgrounds,pile_cc,0.05,77,-0.018999941210340626,-0.008109047822243198,0.021244772125094513,0.8831168831168831,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,freelaw,stackexchange,0.05,77,-0.04749349429380473,-0.02192437977102024,0.04749349429380473,1.0,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,freelaw,arxiv,0.05,77,-0.07474452867179417,-0.04305102822522411,0.07527531220283215,0.961038961038961,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,freelaw,pubmed_central,0.05,77,-0.05773093738236898,-0.02776124222052534,0.0585678997022409,0.948051948051948,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,freelaw,pile_cc,0.05,77,-0.06704844538164755,-0.03297335907065868,0.06770259382043958,0.922077922077922,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,stackexchange,arxiv,0.05,77,0.16607046041655735,0.055394222925523984,0.17750833892023132,0.8701298701298701,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,stackexchange,pubmed_central,0.05,77,0.02203339697872142,0.007652888812857306,0.03994656569614507,0.7012987012987013,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,stackexchange,pile_cc,0.05,77,-0.030804374543751015,-0.01590124647399893,0.030804374543751015,1.0,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,arxiv,pubmed_central,0.05,77,0.06899369786494303,0.01607372825893183,0.08099104322290346,0.7662337662337663,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,arxiv,pile_cc,0.05,77,-0.03656496907284241,-0.015122098060809108,0.03772929088819285,0.948051948051948,"quadratic-model non-additivity; conditional association, not causal synergy"
metric/the_pile_arxiv_val_loss,github,pubmed_central,pile_cc,0.05,77,-0.02342684238563516,-0.008963183368266847,0.024961658208966068,0.922077922077922,"quadratic-model non-additivity; conditional association, not causal synergy"
