draw,intercept,slope
699,-17.06291100790085,1.1452310260390282
700,-17.145289730450678,1.145367087391603
701,-17.02445029176556,1.1416209023052217
702,-17.001747672923536,1.1387271622441806
703,-17.190192261623288,1.1477698813016477
704,-17.228761475849716,1.1454979834686774
705,-17.242031123378403,1.146419903586062
706,-16.946678247550658,1.1400056222512538
707,-17.208908688245156,1.1478994662611102
708,-17.14628503824109,1.147008783925498
709,-17.29161425627798,1.1501944377543374
710,-17.141724418644923,1.1478708033693026
711,-17.0110575655135,1.1404908006116254
712,-17.205336729874585,1.148155362878186
713,-17.042589828659043,1.1431844750266544
714,-17.235755660371513,1.1481639742179581
715,-17.266129260056566,1.1497181377165944
716,-17.244847552082238,1.150328930661929
717,-17.430546503505163,1.1556918682291615
718,-17.280162873304196,1.1479887366148611
719,-17.213908395354586,1.1468351206339857
720,-17.131293112616305,1.1469464346386673
721,-17.231967177727235,1.1493964670244932
722,-17.126298532805272,1.1446433917981529
723,-17.183652326134645,1.1452010908232741
724,-17.217162523395544,1.1500187876422252
725,-17.132038362044916,1.14593653628022
726,-17.144227118693077,1.1460912570097161
727,-17.112157599414733,1.1426760007388301
728,-16.973234718482544,1.1405012433792092
729,-17.28651595957812,1.1483533002794044
730,-17.428940228546846,1.153053196646958
731,-17.086169487427597,1.14508046731378
732,-17.17002688156582,1.1485196762078
733,-17.163049811739135,1.1480623537018484
734,-17.4756786697896,1.1557708593127036
735,-17.28926171742822,1.1509953376140143
736,-17.494083858788464,1.1562200219274223
737,-17.00700741289792,1.142313254056753
738,-17.143135911024867,1.145744169943082
739,-17.03101069264632,1.1408239204462916
740,-16.96417644320912,1.140277131327331
741,-17.030323262895156,1.1424194465196365
742,-17.255583571081154,1.1490789038507525
743,-17.24683046656076,1.147668175902466
744,-17.19706665806969,1.1451937921019386
745,-17.27898616948036,1.14847402148994
746,-17.126415354906715,1.1462811420997303
747,-17.13800381957618,1.1475608017199568
748,-17.21640155871039,1.1488980562758528
749,-17.03310377173959,1.1419440972233408
750,-17.2764976044041,1.150944071143326
751,-17.539621735001134,1.1586417593608516
752,-17.49731612158142,1.1576745825964705
753,-17.084613111816807,1.141208162044854
754,-17.158678346831287,1.1454428115097137
755,-16.692770322860113,1.1306826219093025
756,-17.22361327071348,1.1487696544541253
757,-17.201482057432262,1.1479875893571605
758,-16.988069346922995,1.1423074588717599
759,-17.035132992644268,1.1411156794968633
760,-16.9198769238927,1.1395756977531852
761,-17.110736226374417,1.145937794127142
762,-17.14143967404631,1.1447577947661716
763,-17.155702696088973,1.1450766674794925
764,-16.839446488781707,1.135313104077254
765,-17.140166900165173,1.1449011195997854
766,-17.260245776455026,1.15090899673042
767,-17.325562988633553,1.1531633394521144
768,-17.2159524016201,1.1480445847070686
769,-17.19790414646335,1.148403889763293
770,-17.068532658516414,1.1440630071376687
771,-17.40016325397843,1.1530322367663213
772,-17.03002468668452,1.141343808881141
773,-16.91007315358189,1.1383539119233863
774,-17.264979084550415,1.150220425902305
775,-17.246477158344504,1.1503127901376142
776,-16.825061577937202,1.135499764923568
777,-16.957094060343227,1.1385539048185973
778,-17.26743935558134,1.1480983984952478
779,-17.111898150140757,1.1440256361274261
780,-16.95932288084707,1.1396437395703187
781,-17.118627543587188,1.144054147369248
782,-17.335363103391217,1.1529136143231222
783,-16.640252428413262,1.1319954124833538
784,-17.10306340809381,1.144114862403069
785,-17.280012163031078,1.1525787388234763
786,-16.97144543123118,1.1426952311384766
787,-16.863681505712236,1.13723261071331
788,-16.96686850044113,1.140617064945362
789,-16.97671659520878,1.1396582577537382
790,-17.291444413272657,1.1503510451355192
791,-17.148995658300155,1.1463949026515876
792,-17.278819489451234,1.1510132786653757
793,-17.276365365301093,1.1513327933163058
794,-17.23473442071719,1.1507367239381865
795,-16.759182610402334,1.1342367404381373
796,-17.048471890410223,1.1435685263186803
797,-17.189102040326482,1.149020439473535
798,-17.09190131535637,1.142824767845628
799,-17.167527413444557,1.1486892537260927
800,-17.251615357018558,1.1492037264466122
801,-17.014108168658527,1.1389475435251275
802,-17.46012765501183,1.15802787651998
803,-16.956952131722677,1.1393775003129876
804,-16.995259185559984,1.137883251663683
805,-16.896647457834643,1.1393933709843307
806,-16.78298785248967,1.135384880223569
807,-17.18346933049218,1.146907605812925
808,-17.043456316849028,1.1422722245009942
809,-17.17847682302935,1.1466157417262268
810,-17.226621359552958,1.148205346247706
811,-17.23738812352264,1.149858156665656
812,-17.134664445053684,1.14682810975775
813,-17.289480692498678,1.1494959816748012
814,-17.041472254758897,1.1425327725428047
815,-17.10597920979128,1.1442985027745625
816,-17.302052340005154,1.1512597787582863
817,-17.15989426635918,1.1438813316993364
818,-17.28206136100716,1.1480460754161275
819,-16.915090459719597,1.137834023434399
820,-17.004589355978215,1.1416591100501812
821,-16.475341334286163,1.1217662108925428
822,-17.301315036892298,1.1517357810368818
823,-16.898279070107424,1.1412116975040765
824,-16.92677910757616,1.1385266431143182
825,-16.9743604887228,1.1401145586794004
826,-17.238209396999817,1.1488316407030565
827,-16.9956791188938,1.1419942923273076
828,-16.944488021655744,1.1397915070679343
829,-17.213863615645888,1.1471152251862449
830,-17.470128649134654,1.1571092638010292
831,-17.078226753210913,1.1431089208735932
832,-17.224880030756598,1.1480395757795079
833,-17.234701981886037,1.148169786931475
834,-17.36279417114202,1.1515781256722615
835,-16.998777647497835,1.1410214406043255
836,-17.26935684390744,1.1490305623889232
837,-16.950715749054453,1.139019838758583
838,-17.074100602146704,1.1440060144615452
839,-17.37131499048112,1.1543989892484177
840,-17.301498297434293,1.1495991850454066
841,-17.215198389633493,1.1472510473121236
842,-16.57817413008831,1.1288639794150848
843,-17.01559485916173,1.1436621234202393
844,-17.072261565143478,1.142319403799891
845,-17.342656324995982,1.1548379692878445
846,-17.14272219155679,1.1439546554537394
847,-17.128280945997627,1.1467902529573963
848,-17.396809670029956,1.1531850750015562
849,-17.17734235854523,1.1477193608108456
850,-17.14816182448392,1.1453690639004297
851,-17.316393252282385,1.151551766838158
852,-17.007697132695537,1.1422456110742716
853,-17.327097978491075,1.1497748342390497
854,-17.17719007313582,1.1479166794915643
855,-17.095975915193797,1.1441933338070038
856,-17.03145067677425,1.1403565140515874
857,-17.34781016822764,1.1522960496432872
858,-16.937880649175025,1.137058213306806
859,-17.199372375501138,1.1458314400527734
860,-17.153294790372527,1.1457227248018662
861,-17.33868872826603,1.1504577242097422
862,-17.176041462979473,1.145379505370932
863,-17.25393142747146,1.1522795769370893
864,-17.324414238706193,1.151284810435412
865,-16.9818749688732,1.1386293880562746
866,-17.361826716454573,1.1505314536690583
867,-17.178690426610608,1.146163538214407
868,-17.43571661497617,1.1551583822673777
869,-16.987546787286973,1.136742364074578
870,-17.254483724296378,1.1506894185404635
871,-17.240411120437816,1.148625177840151
872,-17.148505284552083,1.1438786647019268
873,-17.282586666174165,1.1503079497984035
874,-17.18808357575725,1.1478722876415912
875,-17.05693052230601,1.143872680759078
876,-17.187238292524206,1.1469274393146018
877,-17.15229930991594,1.1453690811834676
878,-17.118056899764493,1.145000833656764
879,-17.18219175404937,1.1471595247707917
880,-17.111461905337222,1.1452781010158133
881,-17.128445346206362,1.1435873293601562
882,-17.126147223421967,1.1464083841900552
883,-17.19160572290374,1.1475066417549216
884,-17.06668960296629,1.1453067603953553
885,-17.062365865594145,1.141280428778582
886,-17.025134197998234,1.1416891063796422
887,-17.014305834934195,1.1434090738356566
888,-17.104939512843487,1.1455063523048217
889,-16.986875431421975,1.1434922514656611
890,-17.149919061828125,1.1452949763264006
891,-17.066272017737088,1.1446434303365065
892,-17.102581379279624,1.1420594817840428
893,-17.03249312625879,1.1436043933936249
894,-17.259119662771553,1.1490570265109663
895,-17.035291020677143,1.1425742301192177
896,-17.128383379686994,1.1479027514645581
897,-17.042455082989843,1.1426620459197674
898,-16.998078997115424,1.1418290444324868
899,-17.393889313868435,1.1534913349644065
900,-17.00556158339769,1.138368484136815
901,-17.439605532874157,1.1549491911108816
902,-17.56094413262821,1.1593040650749418
903,-17.141004770392133,1.1456265838144502
904,-17.031816552366735,1.1434304172609642
905,-17.286126380332657,1.1494415282312462
906,-17.224443354444332,1.1467383090934866
907,-17.024239348911514,1.1433152823604602
908,-16.723133279462395,1.1336413576699043
909,-17.2710112173714,1.1517180224827543
910,-17.509949022877457,1.156544552548838
911,-17.202407393445295,1.1490425498442853
912,-16.9622636641149,1.1391578667879139
913,-17.04082428303905,1.1424012069949008
914,-16.847461850480133,1.1356414622707334
915,-17.09558177794667,1.1443362895185105
916,-17.08716594633832,1.144536763195826
917,-17.22242861688963,1.1497014592215353
918,-17.35406400944466,1.152348214551726
919,-17.168193443679417,1.1456311303877382
920,-17.31455503837908,1.1485443080077413
921,-17.31798040443498,1.151148321584753
922,-16.971469489959688,1.140417510906057
923,-17.202748534132724,1.147484187810325
924,-17.014521035182035,1.141918495843503
925,-17.201992570480034,1.1487393854603407
926,-17.37275184000793,1.1559017024752045
927,-16.83929225388673,1.13746650838108
928,-17.193234557142507,1.147007457511149
929,-17.223620990663093,1.1498160149319647
930,-16.959853721339357,1.1397881542385317
931,-17.06006037948458,1.1435235225274754
932,-17.1266623710224,1.1447060407140497
933,-17.14637341152631,1.1490980570628517
934,-17.157729177700325,1.1466472098199172
935,-17.082650316998667,1.1435408482475398
936,-17.01637469570836,1.13999629455007
937,-17.009579881886136,1.142281409304708
938,-17.211013460133376,1.1484464147964342
939,-16.89915621476593,1.1401919890603813
940,-17.272122518643247,1.151824321386621
941,-17.197366942469614,1.1478053460458777
942,-17.273522239356254,1.1473248142902273
943,-17.456965612653043,1.1549898002012753
944,-16.902066183227586,1.1386776543790837
945,-17.196121222870126,1.1465969231752329
946,-16.926496585971165,1.1391171160274027
947,-17.108308059061773,1.1437978053983056
948,-17.403006729390402,1.1547566706081285
949,-17.118623689399925,1.1445511110997186
950,-17.374301675967146,1.1540708343423705
951,-17.03709420000356,1.1403302603767056
952,-16.758756665651067,1.134855465865378
953,-17.191165450690956,1.1464930709502648
954,-17.052982792257712,1.1422395410980128
955,-17.191545525391483,1.1483397364268446
956,-17.200448671946663,1.1473472411772854
957,-16.981521039446328,1.1415368586248802
958,-17.105449579101812,1.1436988585806747
959,-17.066099522529516,1.1440651996882307
960,-17.171833197944025,1.1479029146795428
961,-17.38489487300879,1.1547533793782838
962,-16.987968865925556,1.142127258515146
963,-16.708778347767247,1.1311089321005339
964,-17.264056017520613,1.1499216616563035
965,-17.125294496480606,1.1454733651598186
966,-16.96060758003699,1.1381059654648147
967,-17.16977217152436,1.1492282287481441
968,-17.397040149688277,1.1564585259577005
969,-17.378516742687253,1.1538013356880952
970,-16.996558557570268,1.141192197317604
971,-17.218473681635967,1.1490293053678573
972,-17.03729313364861,1.1421499245931632
973,-16.98476467663059,1.14060545079548
974,-16.968361041729995,1.1405632788032263
975,-17.167741482934936,1.146550449949808
976,-17.177135498001533,1.14444001726032
977,-17.228974473384902,1.1488150571248903
978,-17.150857446410317,1.1453890101678663
979,-17.121602835967227,1.1430753590341203
980,-17.18652964764887,1.1472719018068693
981,-17.13600108323116,1.1425660514779246
982,-16.867648551749273,1.1378771272897166
983,-16.969087432800944,1.1416221772056496
984,-17.07790323327006,1.144695984841531
985,-16.981547630636744,1.1413004808718854
986,-17.124963109155708,1.1476218731570718
987,-17.17516100305289,1.148315200689129
988,-17.13954052378939,1.1445450025198909
989,-17.246046058882946,1.1487134861614023
990,-17.213144946207425,1.1471661880671582
991,-16.996480263818285,1.141233158758565
992,-17.02344192256752,1.1429208641081219
993,-17.129285834068742,1.1457887153081265
994,-17.0855744961416,1.1430878848870734
995,-17.376593536517625,1.152163767619004
996,-17.386159151949585,1.1551385566816006
997,-16.96693773176439,1.1392519336197469
998,-17.469895570830104,1.1563358933033698
999,-17.08133897212291,1.1447922914962592
