n_high,n_all,slope,intercept,r2,f_pvalue,residual_rmse,slope_low,slope_high,intercept_low,intercept_high,high_loss_min,high_loss_max
7,75,-0.8816640389379024,7.671652427888839,0.15797947135489207,0.37725137370511164,0.33384087859450423,-4.426925349395798,0.5349387367810045,4.342290605820699,15.43365692062094,2.0933,2.5978
