draw,scale_coef,time_coef_per_month,variance_share_scale,variance_share_time,variance_share_residual
1005,5.0221147015353935,0.007067968797227486,0.3026258539888634,0.011070619839512241,0.6863035261716244
1006,6.124979329907351,-0.01684046475447154,0.33595044142484803,0.001441759595524561,0.6626077989796274
1007,6.4198830245551015,0.12771355076486213,0.35136306603788336,0.003945247946529951,0.6446916860155867
1008,6.356646608632554,0.11397861208907312,0.37080274035801875,0.002594842550294074,0.6266024170916872
1009,5.803303110361268,0.037176639979278114,0.3555527376009214,0.016275267692374473,0.6281719947067042
1010,5.632727523314529,0.16110042632991917,0.35218604432345485,0.005643527488625011,0.6421704281879201
1011,6.531089266483788,0.08964138304876723,0.35255491404923767,0.009265396376544555,0.6381796895742178
1012,5.660408223640862,0.06751109780371412,0.3472162613053776,0.008858653383826576,0.6439250853107958
1013,5.730933780646804,0.041170285560186315,0.3038438930925323,0.005468612527419092,0.6906874943800486
1014,6.064571952564826,0.03158146871564149,0.3359655642906828,0.009630131756870441,0.6544043039524468
1015,5.736685499822001,0.04420031430314353,0.3426218655204744,0.012384320710628172,0.6449938137688974
1016,6.630376860434095,0.15959895308326466,0.38126381927854897,0.003681593362271751,0.6150545873591793
1017,5.6129194569996,0.02380999357971625,0.3216380471000608,0.009738508617241293,0.6686234442826979
1018,5.849667269714295,0.06966871219345627,0.3310742703697732,0.00651718338067242,0.6624085462495544
1019,6.448114511631951,0.021080522234967702,0.3843534098649568,0.009082157067782592,0.6065644330672606
1020,6.474911199614467,0.007297293204340249,0.3907857784991739,0.004778429479328439,0.6044357920214977
1021,6.320990759929169,-0.07001600926900231,0.3538833127155382,0.01731913324318657,0.6287975540412752
1022,5.5722521588453935,0.036150720747390785,0.35985091913726636,0.012707338315272765,0.6274417425474609
1023,6.3030325355761825,0.05065430437737817,0.35846993504925545,0.012233210562343111,0.6292968543884014
1024,6.406605302166897,0.09002931877909148,0.37336629585563647,0.009893405057613658,0.6167402990867499
1025,5.469244600075318,-0.08379360261284585,0.3162122472477767,0.013443049884221014,0.6703447028680023
1026,6.703847253699575,0.07631946319133753,0.38778757147435255,0.009334838879742569,0.6028775896459049
1027,5.024735132459387,0.14058650279314477,0.28404140933175465,0.005864579507061152,0.7100940111611842
1028,6.593472613029648,0.19592779276042904,0.36768603040655073,0.007252039066700411,0.6250619305267489
1029,5.869386987082585,0.02902529599204584,0.31980499464165973,0.006978375991396113,0.6732166293669442
1030,6.866847625026039,0.10726051240687173,0.4126239125272362,0.007993982316168102,0.5793821051565957
1031,5.919685326862753,-0.11147212416834229,0.32305147328193534,0.013333525736578034,0.6636150009814866
1032,6.302890939233415,0.12426191901179173,0.3207506203688659,0.0042571512130693545,0.6749922284180647
1033,6.203912364180338,-0.08052313460688865,0.361934425553546,0.023977277172065714,0.6140882972743883
1034,6.069314157599041,0.035786804498116886,0.3126994308103917,0.004928887830826512,0.6823716813587818
1035,6.278246251559406,-0.03410926993297014,0.3454970311931016,0.012847003720586891,0.6416559650863115
1036,6.930361380078487,0.21864975732132041,0.3679416371747099,0.004376279626664037,0.6276820831986261
1037,6.6274437931360906,-0.03736941416023143,0.3698112959415417,0.009732474656068635,0.6204562294023896
1038,5.343095777682551,-0.04826711152496621,0.3226512537184806,0.010965779588228974,0.6663829666932904
1039,5.422731568842262,0.05781667137227231,0.29675322086223854,0.0042555939981774316,0.698991185139584
1040,5.563168676728865,-0.11653007714612507,0.32466650497998667,0.00991815588566286,0.6654153391343505
1041,5.383182119538057,0.08161126714797451,0.295080460247486,0.005269279959363993,0.69965025979315
1042,6.734974267399806,0.08369027621725333,0.37040312519210544,0.006417001461037353,0.6231798733468572
1043,6.297802138646931,0.3157765714153147,0.3063071930947195,0.009915439909841728,0.6837773669954388
1044,6.576989990122357,0.1723490218368955,0.35313175840603145,0.0037398469342517227,0.6431283946597168
1045,6.168966704242718,-0.027848764743609422,0.36227032178317653,0.002863346321563265,0.6348663318952602
1046,7.229830907940704,0.1415213768488286,0.41293506914657585,0.006330384891607088,0.5807345459618171
1047,6.808761811385748,0.1710530868150144,0.4021497187000358,0.005705546870526712,0.5921447344294375
1048,6.346259535194135,0.027576333689807164,0.3364362094375619,0.009470771276323897,0.6540930192861142
1049,6.546330731051734,0.08758627256522189,0.3545662240582864,0.008257544423349472,0.6371762315183641
1050,5.805945088369755,-0.07542880089612503,0.364036381256807,0.0192201866782879,0.6167434320649051
1051,6.171293119785839,-0.0728851270612596,0.34163310558713444,0.0117361642140823,0.6466307301987833
1052,5.736121193912966,0.15350189859965546,0.32703700248012396,0.005030484016890158,0.6679325135029859
1053,6.985667378500139,0.1771388441024886,0.3641732854506331,0.004225933862955444,0.6316007806864115
1054,6.317333007308621,0.15638558334121022,0.3656753889832726,0.0025145752897690055,0.6318100357269584
1055,5.850239387298079,0.15117650666786098,0.32084199121447243,0.006840642359411397,0.6723173664261162
1056,6.173061485156732,-0.07961083503536326,0.31752854437767497,0.00939144943778436,0.6730800061845407
1057,5.617084489343719,-0.03904475339853608,0.28554822701481464,0.011412060107171884,0.7030397128780135
1058,6.18616567218969,0.19018509509072778,0.3726934353960747,0.005307290437047363,0.621999274166878
1059,6.0341256775556875,0.18743977211272433,0.3657969800980674,0.004696100895649757,0.6295069190062829
1060,6.329464052576238,0.2102897966919519,0.38339067943999583,0.004825916605204594,0.6117834039547996
1061,6.218386123188196,0.10873425466599063,0.35482723652958703,0.006802158843983608,0.6383706046264294
1062,5.6558160502862735,-0.07442756185196409,0.34397944065419156,0.014438472689305704,0.6415820866565027
1063,5.524314027828038,0.042507566903966065,0.29045696058279685,0.00805318564599472,0.7014898537712084
1064,6.7216352232120515,0.37635590519356565,0.34616268720224624,0.011914726067793369,0.6419225867299604
1065,5.613105377956712,0.09677935724258635,0.30447827680546097,0.012337566186309268,0.6831841570082298
1066,7.451261244478205,0.18234069341019232,0.37565771340390136,0.0037128627588142726,0.6206294238372844
1067,6.619310973225741,0.07355326572601228,0.4090672822988518,0.0024178394561715777,0.5885148782449766
1068,6.395438103108924,0.005351420278109309,0.3530986279080293,0.019079119405446876,0.6278222526865238
1069,5.718057281895607,0.14509542544595,0.3205040059592869,0.0040028512418230355,0.6754931427988901
1070,6.061167962149312,0.19361647982923547,0.3091925921030691,0.0029307624375454755,0.6878766454593854
1071,5.774521663167602,-0.006872166614924069,0.33650599714588614,0.009530379711043091,0.6539636231430708
1072,6.80288606876562,0.15462613683219306,0.38378805772869834,0.009009389459893102,0.6072025528114086
1073,6.61771089454659,0.17599348995368835,0.33270891622409293,0.008645539806575231,0.6586455439693318
1074,5.973865950453343,0.017069995170589713,0.3661143491193869,0.009355078659943339,0.6245305722206698
1075,6.0848412017680555,0.04674581181071158,0.3464239238138086,0.003813423795152704,0.6497626523910387
1076,6.693753702825556,-0.055496953610997046,0.347772223541806,0.01020599057795829,0.6420217858802357
1077,5.297148545558394,0.10238600932339637,0.30159102085230716,0.0049530204769443475,0.6934559586707485
1078,5.928688905853813,-0.015708588748031715,0.320848117971819,0.00998612853418146,0.6691657534939995
1079,7.095395550991186,-0.04187372968556691,0.3648559892406887,0.007520265814016935,0.6276237449452944
1080,5.359194627366761,-0.011119076168025543,0.3199004197540271,0.009801300213182873,0.67029828003279
1081,6.106665843810224,0.08621958012941366,0.3085615924539511,0.00679107226629716,0.6846473352797517
1082,6.067922701183081,-0.14162289455339128,0.32661853296439214,0.018862057393178477,0.6545194096424294
1083,6.678015934054305,-0.13011296479625578,0.3830222681642396,0.021698744050911933,0.5952789877848484
1084,6.018346644900893,-0.04580577325527191,0.32251179959359183,0.012173185139279286,0.6653150152671289
1085,7.209393322376479,0.1517097222104029,0.38046154516959146,0.004786688970970732,0.6147517658594378
1086,5.97019840517355,0.07054980187011939,0.30627546970308195,0.004834571446408087,0.68888995885051
1087,7.380072756519553,0.13362594264161842,0.43757175415791566,0.0075599661323780265,0.5548682797097063
1088,7.848010992309515,0.14578808392611986,0.4020301884018695,0.0061201993894192674,0.5918496122087112
1089,5.745778464760675,-0.00601302973634521,0.3153081523465103,0.011031667517105215,0.6736601801363845
1090,6.256461200705013,0.11185180774714798,0.3502155616483951,0.005492051847223733,0.6442923865043811
1091,5.76347191287225,-0.06846013599871181,0.3088763247683224,0.014339350859891575,0.676784324371786
1092,5.534460703292092,0.06568701760845208,0.3103411575308083,0.01400471333048564,0.675654129138706
1093,7.356394160824508,0.03937297268345041,0.39359442474762113,0.012981746619067536,0.5934238286333113
1094,5.247810758466815,-0.04581955487718137,0.27040057010354485,0.007565911149551241,0.7220335187469039
1095,6.055012357882365,0.05667559123805521,0.3735658424358943,0.015607835521476598,0.6108263220426291
1096,6.112198184474684,0.10279570850561548,0.358333088714165,0.006961234390025606,0.6347056768958094
1097,6.622815456486856,-0.00960216629153976,0.3249547244125393,0.006882841819856933,0.6681624337676038
1098,5.70133074425857,0.02066059580891988,0.36079527102409914,0.013505679680448246,0.6256990492954526
1099,6.588631000972031,0.1185234749664632,0.3791044007809435,0.002689629639676727,0.6182059695793798
1100,6.049836051063158,0.07306685371338961,0.33679880436463855,0.0063242353110997684,0.6568769603242617
1101,6.012161861039769,0.07481472497678343,0.3279926222031015,0.007361325962581267,0.6646460518343172
1102,7.172312571961703,0.10437060378766105,0.3704117002818788,0.007832200255458333,0.6217560994626629
1103,6.621929166626693,0.21640871230286418,0.3451584377085608,0.006831773110541284,0.6480097891808979
1104,7.230125988850482,0.04466497947721049,0.4117741150496575,0.011779082400774132,0.5764468025495684
1105,6.662410187698027,0.27699133566162626,0.3277355339924981,0.006658469012359225,0.6656059969951427
1106,7.160785599006363,0.047142667215792855,0.3526211874567194,0.003980470900194766,0.6433983416430858
1107,6.541647047907189,0.2920503024939407,0.30338923828676684,0.006370699356860465,0.6902400623563727
1108,5.1214085482753315,0.07145270723981678,0.32015540347036786,0.0030352498169213815,0.6768093467127108
1109,5.973379732860995,-0.13553212190704134,0.31938901604697106,0.016182968225851913,0.664428015727177
1110,6.291830921993451,0.08025413869335019,0.3508338737707034,0.004835021177470589,0.644331105051826
1111,7.295933113515675,0.048149502750813866,0.3846791365157793,0.006689784049024705,0.608631079435196
1112,6.752529685744718,-0.008332612121051852,0.37567157220594655,0.008281189442711778,0.6160472383513417
1113,6.46141383603573,0.006197305422389832,0.3687856151026702,0.018372739130750937,0.6128416457665788
1114,6.4188671714265695,0.14067367413326615,0.3125097724334448,0.0037141966786178315,0.6837760308879374
1115,5.633031785994126,0.1159145229942471,0.31873546041317524,0.004612142594635382,0.6766523969921894
1116,5.786448969437087,-0.1733979539573589,0.3235238854209988,0.030738140741128406,0.6457379738378728
1117,5.9637537364754625,0.024124858179920494,0.3169459388730671,0.011623488227315182,0.6714305728996177
1118,5.734224798635553,0.08246699234651533,0.31465179803237253,0.004086834973091147,0.6812613669945363
1119,6.8182846065302165,0.013222021150381735,0.31403815356413883,0.008365584132148662,0.6775962623037125
1120,6.505291584766803,0.024375233048846034,0.3307546915795713,0.008240703890041001,0.6610046045303877
1121,5.920909688316494,0.10251289449067702,0.33046134871147,0.00511618069273595,0.6644224705957941
1122,6.020761088361299,0.0030757012124595917,0.3343761373792488,0.012436217700517005,0.6531876449202342
1123,6.094399671570738,-0.10905067935765,0.32488184233545014,0.017191190968872117,0.6579269666956777
1124,6.875920708820772,0.12338374808633112,0.39210341617825134,0.005300635587971503,0.6025959482337772
1125,6.006063345120601,0.13879140553790492,0.3194352418395549,0.00472963146323685,0.6758351266972082
1126,6.010435931967719,0.06789298445258574,0.3272667894428625,0.001596780311750201,0.6711364302453873
1127,6.235424807386798,0.11926740315482931,0.30124380449334753,0.006710559204705424,0.692045636301947
1128,5.972527979337749,-0.11406190530332871,0.32996160915669276,0.014541340264044245,0.655497050579263
