n_total,n_n_bound,share_n_bound,n_d_bound,n_bound_budget_min,n_bound_budget_max,n_bound_loss_first,n_bound_loss_last
121,1,0.008264462809917356,31,1e+27,1e+27,1.7693867408955788,1.7693867408955788
