n_pretrained,intercept,scale_coef,time_coef_per_month,r2,scale_sd_contribution,time_sd_contribution,r2_scale_only,r2_time_only,variance_share_scale,variance_share_time,variance_share_residual,sd_ratio_scale,sd_ratio_time,scale_coef_ci_low,scale_coef_ci_high,time_coef_per_month_ci_low,time_coef_per_month_ci_high,variance_share_scale_ci_low,variance_share_scale_ci_high,variance_share_time_ci_low,variance_share_time_ci_high,variance_share_residual_ci_low,variance_share_residual_ci_high
330,7.937530062647223,6.2244069825362685,0.06701101935798004,0.35938758964696893,4.685035816331046,0.22209553280025152,0.35861027918934085,0.013495448541071431,0.3522512101476192,0.007136379499349754,0.6406124103530311,0.9547402510756985,0.04525974892430152,5.177121213704711,7.268807201811098,-0.13557210027097633,0.2848898689914488,0.288239900306968,0.4117779565933135,0.0026282723679646137,0.023261733370188067,0.578181243403425,0.7036707020139088
