Model,N_params_B,D_tokens_B,Val_Loss,LB_Average,LB_IFEval,LB_BBH,LB_MATH,LB_GPQA,LB_MUSR,LB_MMLU_PRO,Loss_Source,Loss_Comparability,predicted,residual
EleutherAI/pythia-160m,0.162405,299.893,2.5978,5.730394616916023,18.15516163778773,2.198832279508135,0.906344410876133,1.1185682326621946,10.675520833333332,1.3279403073286051,"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)","High (same model, same validation set)",5.381265587535957,0.34912902938006596
EleutherAI/pythia-410m,0.409009,299.893,2.4209,5.227072311484412,21.954525104500505,2.7154281203357478,0.9818731117824772,1.230425055928408,3.0598958333333326,1.4202866430260035,"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)","High (same model, same validation set)",5.537231956024071,-0.3101596445396586
EleutherAI/pythia-1b,1.040867,299.893,2.2904,5.07026822083096,22.079415949680183,2.2939863995762866,0.906344410876133,0.8948545861297527,2.734375,1.512632978723403,"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)","High (same model, same validation set)",5.652289113105468,-0.5820208922745076
EleutherAI/pythia-1.4b,1.416184,299.893,2.2558,6.008531439497028,23.708094522533543,3.878989478987103,1.5105740181268883,1.5659955257270708,4.02265625,1.3648788416075646,"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)","High (same model, same validation set)",5.682794688852719,0.3257367506443085
EleutherAI/pythia-2.8b,2.782831,299.893,2.1911,5.554946281603011,21.73222604910526,5.077786161905462,1.3595166163141994,0.0,3.63828125,1.521867612293143,"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)","High (same model, same validation set)",5.739838352172001,-0.18489207056898938
EleutherAI/pythia-6.9b,6.86104,299.893,2.125,5.966546774741993,22.811362739752745,5.88163197981621,1.4350453172205435,0.2237136465324418,3.81484375,1.632683215130022,"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)","High (same model, same validation set)",5.798116345145797,0.1684304295961967
EleutherAI/pythia-12b,11.965825,299.893,2.0933,6.059841492942702,24.71475684517081,4.987531038290507,1.6616314199395772,0.0,3.787239583333335,1.2078900709219855,"Pythia training log (Attachment B, final checkpoint D=299.9B tokens)","High (same model, same validation set)",5.826065095180128,0.23377639776257464
